,type,name,code,district,branch_name,date,ward,local_level,Name_Of_Palika_English,X,Y
182,Commercial Bank (Class A),Nabil Bank Limited,11003072,Salyan,Darma,2018-07-08,3,darma,darma,82.29222,28.56139
183,Commercial Bank (Class A),Nabil Bank Limited,11003073,Kalikot,Pachaljharna,2018-07-08,4,pachal jharana,pachal jharana,81.7132,29.28642
184,Commercial Bank (Class A),Nabil Bank Limited,11003074,Kalikot,Palata,2018-07-08,9,palata,palata,81.75271,29.297
185,Commercial Bank (Class A),Nabil Bank Limited,11003075,Baitadi,Pancheshwor,2018-07-08,3,pancheshwor,pancheshwor,80.317418,29.452462
186,Commercial Bank (Class A),Nabil Bank Limited,11003076,Achham,Ramaroshan,2018-07-08,3,ramaroshan,ramaroshan,81.380797,29.169103
187,Commercial Bank (Class A),Nabil Bank Limited,11003077,Doti,Sayal,2018-07-10,5,sayal,sayal,80.994092,29.36831
188,Commercial Bank (Class A),Nabil Bank Limited,11003078,Achham,Turmakhand,2018-07-08,4,turmakhand,turmakhand,81.368519,28.945753
189,Commercial Bank (Class A),Nabil Bank Limited,11003080,Kathmandu,Kalanki,2019-02-24,14,kathmandu,kathmandu,85.312068,27.698732
190,Commercial Bank (Class A),Nabil Bank Limited,11003081,Sunsari,"Extension Counter, Dharan Malpot",2019-04-16,16,dharan,dharan,87.2828314,26.8166476
191,Commercial Bank (Class A),Nabil Bank Limited,11003082,Morang,Nabil Bank Limited Province 1,2018-05-09,7,biratnagar,biratnagar,87.2823671,26.4653491
192,Commercial Bank (Class A),Nabil Bank Limited,11003083,Parsa,Nabil Bank Limited Province 2,2018-05-13,4,birgunj,birgunj,84.87029,27.01207
193,Commercial Bank (Class A),Rastriya Banijya Bank,11002177,Nuwakot,Bidur,1982-10-10,4,bidur,bidur,85.14125,27.91147
194,Commercial Bank (Class A),Rastriya Banijya Bank,11002178,Parsa,2 No. Pradesik Office Birgunj ,1982-10-10,10,birgunj,birgunj,84.87029,27.01207
195,Commercial Bank (Class A),Rastriya Banijya Bank,11002181,Kavrepalanchok,Banepa,2007-02-11,7,banepa,banepa,85.52038,27.62995
196,Commercial Bank (Class A),Rastriya Banijya Bank,11002201,Dhankuta,Dhankutta,1966-08-26,6,dhankuta,dhankuta,87.343921,26.980661
197,Commercial Bank (Class A),Rastriya Banijya Bank,11002202,Solukhumbu,Salleri,1974-05-13,5,solu dhudhakunda,solu dhudhakunda,86.58366,27.499247
198,Commercial Bank (Class A),Rastriya Banijya Bank,11002203,Sankhuwasabha,Chainpur,1967-08-24,6,chainapur,chainapur,87.3185,27.293089
199,Commercial Bank (Class A),Rastriya Banijya Bank,11002204,Bhojpur,Bhojpur,1970-02-12,7,bhojpur,bhojpur,87.04593,27.17043
200,Commercial Bank (Class A),Rastriya Banijya Bank,11002205,Udayapur,Katari,1972-05-14,3,katari,katari,86.37122,26.96128
201,Commercial Bank (Class A),Rastriya Banijya Bank,11002206,Khotang,Diktel,1973-05-31,1,diktel rupakot majhuwagadhi,diktel rupakot majhuwagadhi,86.79246,27.21534
202,Commercial Bank (Class A),Rastriya Banijya Bank,11002207,Okhaldhunga,Okhaldhunga,1973-05-09,11,siddhicharan,siddhicharan,86.50224,27.319501
203,Commercial Bank (Class A),Rastriya Banijya Bank,11002208,Sankhuwasabha,Khandbari,1976-07-14,1,khandabari,khandabari,87.20611,27.38629
204,Commercial Bank (Class A),Rastriya Banijya Bank,11002209,Udayapur,Gaighat,1966-12-05,11,triyuga,triyuga,86.69908,26.78981
205,Commercial Bank (Class A),Nepal Bank Limited,11001032,Kathmandu,Dillibazar,1965-06-11,30,kathmandu,kathmandu,85.312068,27.698732
206,Commercial Bank (Class A),Nepal Bank Limited,11001034,Lalitpur,Patan Ind. Estate,1965-06-19,15,lalitpur,lalitpur,85.31678,27.67655
207,Commercial Bank (Class A),Nepal Bank Limited,11001035,Kathmandu,Balaju,1966-06-19,16,kathmandu,kathmandu,85.312068,27.698732
208,Commercial Bank (Class A),Nepal Bank Limited,11001036,Siraha,Lahan,1967-06-19,8,lahan,lahan,86.48085,26.72143
209,Commercial Bank (Class A),Nepal Bank Limited,11001038,Morang,C.O. Biratnagar,1966-08-21,8,biratnagar,biratnagar,87.2823671,26.4653491
210,Commercial Bank (Class A),Nepal Bank Limited,11001039,Parsa,Custom Area Birgunj,1966-12-01,6,birgunj,birgunj,84.87029,27.01207
211,Commercial Bank (Class A),Nepal Bank Limited,11001040,Ilam,Ilam,1966-10-27,7,ilam,ilam,87.9269554,26.9071523
212,Commercial Bank (Class A),Nepal Bank Limited,11001041,Dhanusa,Ja.Chu.Ka. Comp.,1967-10-28,3,janakpurdham,janakpurdham,85.9317945,26.730077
213,Commercial Bank (Class A),Nepal Bank Limited,11001042,Kathmandu,Kalimati,1967-10-27,13,kathmandu,kathmandu,85.312068,27.698732
214,Commercial Bank (Class A),Nepal Bank Limited,11001044,Parsa,C.O.Birgunj,1967-05-26,3,birgunj,birgunj,84.87029,27.01207
215,Commercial Bank (Class A),Nepal Bank Limited,11001045,Kathmandu,Kirtipur,1968-05-12,10,kirtipur,kirtipur,85.272651,27.682113
216,Commercial Bank (Class A),Nepal Bank Limited,11001047,Kathmandu,Sankhu,1968-10-27,6,shankharapur,shankharapur,85.466243,27.728719
217,Commercial Bank (Class A),Nepal Bank Limited,11001048,Chitawan,Ratnanagar,1969-10-27,2,ratnanagar,ratnanagar,84.507994,27.623502
218,Commercial Bank (Class A),Nepal Investment Mega Bank Limited,11004025,Makwanpur,HETAUDA BRANCH,2009-01-19,10,hetauda,hetauda,85.038319,27.433546
219,Commercial Bank (Class A),Nepal Investment Mega Bank Limited,11004026,Palpa,PALPA BRANCH,2009-02-08,4,tansen,tansen,83.548699,27.8658
220,Commercial Bank (Class A),Nepal Investment Mega Bank Limited,11004027,Solukhumbu,LUKLA BRANCH,2009-02-15,8,khumbu pasanglhamu,khumbu pasanglhamu,86.71739,27.696334
221,Commercial Bank (Class A),Nepal Investment Mega Bank Limited,11004028,Kathmandu,BANESHWOR BRANCH,2009-05-18,10,kathmandu,kathmandu,85.312068,27.698732
222,Commercial Bank (Class A),Nepal Investment Mega Bank Limited,11004029,Kathmandu,DHUMBARAHI BRANCH,2009-05-17,5,kathmandu,kathmandu,85.312068,27.698732
223,Commercial Bank (Class A),Nepal Investment Mega Bank Limited,11004030,Kathmandu,BHOTAHITY BRANCH,2009-05-28,30,kathmandu,kathmandu,85.312068,27.698732
224,Commercial Bank (Class A),Nepal Investment Mega Bank Limited,11004031,Dang,TULSIPUR BRANCH,2009-07-24,5,tulsipur,tulsipur,82.298305,28.1311
225,Commercial Bank (Class A),Nepal Investment Mega Bank Limited,11004032,Kathmandu,TRIPURESHWOR BRANCH,2009-10-17,11,kathmandu,kathmandu,85.312068,27.698732
226,Commercial Bank (Class A),Nepal Investment Mega Bank Limited,11004033,Tanahu,DAMAULI BRANCH,2009-11-30,2,byas,byas,84.267222,27.975344
227,Commercial Bank (Class A),Nepal Investment Mega Bank Limited,11004033,Tanahu,DAMAULI BRANCH,2009-11-30,2,byas,byas,81.063151,29.528845
228,Commercial Bank (Class A),Nepal Investment Mega Bank Limited,11004034,Kapilbastu,KRISHNA NAGAR BRANCH,2010-01-28,2,krishnanagar,krishnanagar,82.79469,27.50846
229,Commercial Bank (Class A),Nepal Investment Mega Bank Limited,11004035,Udayapur,GAIGHAT BRANCH,2010-01-08,11,triyuga,triyuga,86.69908,26.78981
230,Commercial Bank (Class A),Nepal Investment Mega Bank Limited,11004036,Kathmandu,LAZIMPAT BRANCH,2010-02-15,2,kathmandu,kathmandu,85.312068,27.698732
231,Commercial Bank (Class A),Nepal Investment Mega Bank Limited,11004037,Chitawan,PARSA BRANCH,2010-02-17,4,rapti,rapti,84.646021,27.603984
232,Commercial Bank (Class A),Nepal Investment Mega Bank Limited,11004037,Chitawan,PARSA BRANCH,2010-02-17,4,rapti,rapti,82.7152197,27.844741
233,Commercial Bank (Class A),Himalayan Bank Limited,11006001,Kathmandu,Thamel Branch,1993-01-18,29,kathmandu,kathmandu,85.312068,27.698732
234,Commercial Bank (Class A),Himalayan Bank Limited,11006002,Kathmandu,New Road Branch,1994-01-07,24,kathmandu,kathmandu,85.312068,27.698732
235,Commercial Bank (Class A),Himalayan Bank Limited,11006003,Bhaktapur,Bhaktapur Branch,1996-02-06,8,bhaktapur,bhaktapur,85.436882,27.677396
236,Commercial Bank (Class A),Himalayan Bank Limited,11006004,Kathmandu,Maharajgunj Branch,1997-05-28,3,kathmandu,kathmandu,85.312068,27.698732
237,Commercial Bank (Class A),Himalayan Bank Limited,11006005,Lalitpur,Patan Branch,1997-11-16,3,lalitpur,lalitpur,85.31678,27.67655
238,Commercial Bank (Class A),Himalayan Bank Limited,11006006,Chitawan,Bharatpur Branch,1998-06-01,3,bharatpur,bharatpur,84.428535,27.689185
239,Commercial Bank (Class A),Himalayan Bank Limited,11006007,Chitawan,Tandi Branch,1998-06-01,1,ratnanagar,ratnanagar,84.507994,27.623502
240,Commercial Bank (Class A),Himalayan Bank Limited,11006008,Parsa,Birgunj Branch,1999-06-15,6,birgunj,birgunj,84.87029,27.01207
241,Commercial Bank (Class A),Himalayan Bank Limited,11006009,Rupandehi,Bhairahawa Branch,2001-03-06,12,siddharthanagar,siddharthanagar,83.36678,27.61456
242,Commercial Bank (Class A),Himalayan Bank Limited,11006010,Morang,Biratnagar Branch,2001-09-02,2,biratnagar,biratnagar,87.2823671,26.4653491
243,Commercial Bank (Class A),Himalayan Bank Limited,11006011,Kavrepalanchok,Banepa Branch,2002-06-26,8,banepa,banepa,85.52038,27.62995
244,Commercial Bank (Class A),Himalayan Bank Limited,11006012,Sunsari,Dharan Branch,2003-09-14,9,dharan,dharan,87.2828314,26.8166476
245,Commercial Bank (Class A),Nabil Bank Limited,11003084,Kathmandu,Nabil Bank Limited Province 3,2018-05-20,1,kathmandu,kathmandu,85.312068,27.698732
246,Commercial Bank (Class A),Nabil Bank Limited,11003085,Kaski,Nabil Bank Limited Province 4,2018-03-15,8,pokhara,pokhara,83.986254,28.2181
247,Commercial Bank (Class A),Nabil Bank Limited,11003086,Rupandehi,Nabil Bank Limited Province 5,2019-01-10,13,siddharthanagar,siddharthanagar,83.36678,27.61456
248,Commercial Bank (Class A),Nabil Bank Limited,11003087,Surkhet,Nabil Bank Limited Province 6,2019-01-10,6,birendranagar,birendranagar,81.6208,28.59019
249,Commercial Bank (Class A),Nabil Bank Limited,11003088,Kailali,"Nabil Bank Limited, Province 7",2019-01-10,4,dhangadhi,dhangadhi,80.58458,28.707
250,Commercial Bank (Class A),Nabil Bank Limited,11003089,Bhaktapur,Suryabinayak,2019-05-17,6,suryabinayak,suryabinayak,85.402867,27.667326
251,Commercial Bank (Class A),Nabil Bank Limited,11003090,Kathmandu,Kadaghari,2019-05-19,9,kageshwori manahara,kageshwori manahara,85.414023,27.726629
252,Commercial Bank (Class A),Nabil Bank Limited,11003091,Lalitpur,Chapagaun Branch,2019-05-19,10,godawari,godawari,85.326869,27.604159
253,Commercial Bank (Class A),Nabil Bank Limited,11003091,Lalitpur,Chapagaun Branch,2019-05-19,10,godawari,godawari,80.55223,28.804124
254,Commercial Bank (Class A),Nabil Bank Limited,11003092,Lalitpur,Bhaisepati Branch,2019-05-19,25,lalitpur,lalitpur,85.31678,27.67655
255,Commercial Bank (Class A),Nabil Bank Limited,11003093,Morang,"Nabil Bank Limited, Urlabari",2019-10-02,7,urlabari,urlabari,87.6244013,26.6641041
256,Commercial Bank (Class A),Nabil Bank Limited,11003094,Udayapur,Gaighat,2019-10-02,11,triyuga,triyuga,86.69908,26.78981
257,Commercial Bank (Class A),Rastriya Banijya Bank,11002210,Ilam,Phikkal,1977-05-23,10,suryodaya,suryodaya,88.06562,26.8958
258,Commercial Bank (Class A),Rastriya Banijya Bank,11002211,Dhankuta,Hile,1977-06-24,1,dhankuta,dhankuta,87.343921,26.980661
259,Commercial Bank (Class A),Rastriya Banijya Bank,11002212,Morang,Biratnagar,1966-03-28,12,biratnagar,biratnagar,87.2823671,26.4653491
260,Commercial Bank (Class A),Rastriya Banijya Bank,11002213,Siraha,Siraha,1969-02-18,1,siraha,siraha,86.2051834,"26.6552531,"
261,Commercial Bank (Class A),Rastriya Banijya Bank,11002214,Jhapa,Damak,1971-03-29,6,damak,damak,87.70319,26.66924
262,Commercial Bank (Class A),Rastriya Banijya Bank,11002215,Siraha,Mirchaiya,1976-05-05,6,mirchaiya,mirchaiya,86.24258,26.82265
263,Commercial Bank (Class A),Rastriya Banijya Bank,11002216,Sunsari,Dharan,1976-07-12,2,dharan,dharan,87.2828314,26.8166476
264,Commercial Bank (Class A),Rastriya Banijya Bank,11002217,Jhapa,Shivagunj,2011-09-25,6,shivasatakshi,shivasatakshi,87.83333,26.6
265,Commercial Bank (Class A),Rastriya Banijya Bank,11002218,Saptari,Rajbiraj,1966-08-08,7,rajbiraj,rajbiraj,86.74786,26.54039
266,Commercial Bank (Class A),Rastriya Banijya Bank,11002221,Jhapa,Bhadrapur,1976-08-17,8,bhadrapur,bhadrapur,88.09537,26.54473
267,Commercial Bank (Class A),Rastriya Banijya Bank,11002222,Sunsari,Inaruwa,1969-02-18,1,inaruwa,inaruwa,87.14953,26.600706
268,Commercial Bank (Class A),Rastriya Banijya Bank,11002223,Saptari,Hanumannagar,2011-12-18,9,hanumannagar kankalini,hanumannagar kankalini,86.8597,26.5058
269,Commercial Bank (Class A),Nepal Bank Limited,11001049,Parsa,Shreepur,1969-06-12,16,birgunj,birgunj,84.87029,27.01207
270,Commercial Bank (Class A),Nepal Bank Limited,11001050,Kathmandu,Lazimpat,1970-01-28,2,kathmandu,kathmandu,85.312068,27.698732
271,Commercial Bank (Class A),Nepal Bank Limited,11001052,Pyuthan,Pyuthan,1970-06-12,6,mallarani,mallarani,82.88264,28.09118
272,Commercial Bank (Class A),Nepal Bank Limited,11001053,Makwanpur,Hetaunda Ind.District,1971-06-13,8,hetauda,hetauda,85.038319,27.433546
273,Commercial Bank (Class A),Nepal Bank Limited,11001054,Terhathum,Terhathum,1971-01-11,2,myanglung,myanglung,87.53647,27.11974
274,Commercial Bank (Class A),Nepal Bank Limited,11001055,Jhapa,Dhulabari,1970-10-27,10,mechinagar,mechinagar,88.1213936,26.6546009
275,Commercial Bank (Class A),Nepal Bank Limited,11001057,Sindhupalchok,Chautara,1971-05-10,5,choutara sangachowkgadhi,choutara sangachowkgadhi,85.712088,27.77848
276,Commercial Bank (Class A),Nepal Bank Limited,11001059,Sunsari,Itahari,1971-04-22,6,itahari,itahari,87.27703,26.66351
277,Commercial Bank (Class A),Nepal Bank Limited,11001060,Tanahu,Damouli,1972-04-13,2,byas,byas,84.267222,27.975344
278,Commercial Bank (Class A),Nepal Bank Limited,11001060,Tanahu,Damouli,1972-04-13,2,byas,byas,81.063151,29.528845
279,Commercial Bank (Class A),Nepal Bank Limited,11001061,Rupandehi,Khasauli,1973-04-13,4,butwal,butwal,83.464738,27.70825
280,Commercial Bank (Class A),Nepal Bank Limited,11001062,Taplejung,Taplejung,1972-04-13,4,phungling,phungling,87.67198,27.35843
281,Commercial Bank (Class A),Nepal Bank Limited,11001063,Myagdi,Myagdi Beni,1972-05-28,7,beni,beni,83.563551,28.342609
282,Commercial Bank (Class A),Nepal Bank Limited,11001064,Kathmandu,Chabahil,1972-10-31,7,kathmandu,kathmandu,85.312068,27.698732
283,Commercial Bank (Class A),Nepal Investment Mega Bank Limited,11004038,Kathmandu,MAHARAJGUNJ BRANCH,2010-02-25,3,kathmandu,kathmandu,85.312068,27.698732
284,Commercial Bank (Class A),Nepal Investment Mega Bank Limited,11004039,Sarlahi,LALBANDHI BRANCH,2010-03-04,7,lalbandi,lalbandi,85.63419,27.05141
285,Commercial Bank (Class A),Nepal Investment Mega Bank Limited,11004040,Lalitpur,LAGANKHEL BRANCH,2010-07-06,15,lalitpur,lalitpur,85.31678,27.67655
286,Commercial Bank (Class A),Nepal Investment Mega Bank Limited,11004041,Syangja,WALING BRANCH,2011-01-03,3,walling,walling,83.764095,27.982722
287,Commercial Bank (Class A),Nepal Investment Mega Bank Limited,11004042,Kaski,LAKESIDE BRANCH,2013-03-14,6,pokhara,pokhara,83.986254,28.2181
288,Commercial Bank (Class A),Nepal Investment Mega Bank Limited,11004043,Ramechhap,MANTHALI BRANCH,2013-06-13,6,manthali,manthali,86.058534,27.382793
289,Commercial Bank (Class A),Nepal Investment Mega Bank Limited,11004044,Sarlahi,BARAHATHWA BRANCH,2013-08-15,5,barahathawa,barahathawa,85.4668611,26.9999536
290,Commercial Bank (Class A),Nepal Investment Mega Bank Limited,11004045,Sunsari,ITAHARI BRANCH,2015-06-11,6,itahari,itahari,87.27703,26.66351
291,Commercial Bank (Class A),Nepal Investment Mega Bank Limited,11004046,Chitawan,PATIHANI BRANCH,2015-06-11,22,bharatpur,bharatpur,84.428535,27.689185
292,Commercial Bank (Class A),Nepal Investment Mega Bank Limited,11004047,Rasuwa,TIMURE BRANCH,2016-08-23,2,gosaikunda,gosaikunda,85.34112,28.16502
293,Commercial Bank (Class A),Himalayan Bank Limited,11006013,Kaski,Pokhara Branch,2003-09-23,9,pokhara,pokhara,83.986254,28.2181
294,Commercial Bank (Class A),Himalayan Bank Limited,11006014,Makwanpur,Hetauda Branch,2000-09-29,10,hetauda,hetauda,85.038319,27.433546
295,Commercial Bank (Class A),Himalayan Bank Limited,11006015,Rupandehi,Butwal Branch,2006-03-03,6,butwal,butwal,83.464738,27.70825
296,Commercial Bank (Class A),Himalayan Bank Limited,11006016,Banke,Nepalgunj Branch,2008-05-01,2,nepalganj,nepalganj,81.618447,28.06056
297,Commercial Bank (Class A),Himalayan Bank Limited,11006017,Kathmandu,Teku Branch,2007-11-07,12,kathmandu,kathmandu,85.312068,27.698732
298,Commercial Bank (Class A),Himalayan Bank Limited,11006018,Sunsari,Itahari Branch,2008-11-16,6,itahari,itahari,87.27703,26.66351
299,Commercial Bank (Class A),Himalayan Bank Limited,11006019,Palpa,Palpa Branch,2009-02-02,4,tansen,tansen,83.548699,27.8658
300,Commercial Bank (Class A),Himalayan Bank Limited,11006020,Kathmandu,Chabahil Branch,2009-03-15,6,kathmandu,kathmandu,85.312068,27.698732
301,Commercial Bank (Class A),Himalayan Bank Limited,11006021,Dang,Ghorahi Branch,2009-04-19,15,ghorahi,ghorahi,82.48189,28.03517
302,Commercial Bank (Class A),Himalayan Bank Limited,11006022,Kathmandu,Swayombhu Branch,2009-06-16,3,nagarjun,nagarjun,85.26863,27.717836
303,Commercial Bank (Class A),Himalayan Bank Limited,11006023,Nuwakot,Trishuli Branch,2009-07-09,4,bidur,bidur,85.14125,27.91147
304,Commercial Bank (Class A),Himalayan Bank Limited,11006024,Kathmandu,New Baneswore Branch,2009-08-21,31,kathmandu,kathmandu,85.312068,27.698732
305,Commercial Bank (Class A),Himalayan Bank Limited,11006025,Jhapa,Damak Branch,2009-10-14,5,damak,damak,87.70319,26.66924
306,Commercial Bank (Class A),Nabil Bank Limited,11003095,Morang,"Nabil Bank Limited, Biratchowk",2019-10-02,12,sundarharaicha,sundarharaicha,87.3464195,26.6600984
307,Commercial Bank (Class A),Nabil Bank Limited,11003096,Sunsari,"Nabil Bank Limited, Inaruwa",2019-10-02,1,inaruwa,inaruwa,87.14953,26.600706
308,Commercial Bank (Class A),Nabil Bank Limited,11003097,Nawalparasi West,"Nabil Bank Limited , Bardaghat",2019-10-10,4,bardaghat,bardaghat,83.774277,27.55056
309,Commercial Bank (Class A),Nabil Bank Limited,11003098,Nawalparasi East,"Nabil Bank Limited, Gaindakot",2019-10-15,4,gaidakot,gaidakot,84.391276,27.705017
310,Commercial Bank (Class A),Nabil Bank Limited,11003099,Dhading,"Nabil Bank Limited, Gajuri",2019-10-15,1,gajuri,gajuri,84.882807,27.804517
311,Commercial Bank (Class A),Nabil Bank Limited,11003100,Nawalparasi East,"Nabil Bank Limited, Daldale",2019-10-15,13,devchuli,devchuli,84.19056,27.67861
312,Commercial Bank (Class A),Nabil Bank Limited,11003101,Nawalparasi East,"Nabil Bank Limited, Kawasoti",2019-10-16,3,kawasoti,kawasoti,84.126295,27.645785
313,Commercial Bank (Class A),Nabil Bank Limited,11003102,Kavrepalanchok,"Nabil Bank Limited, Panauti",2019-10-22,6,panauti,panauti,85.506922,27.590628
314,Commercial Bank (Class A),Nabil Bank Limited,11003103,Rautahat,Chandrapur Branch,2019-10-23,5,chandrapur,chandrapur,85.3533434,27.1126186
315,Commercial Bank (Class A),Nabil Bank Limited,11003104,Siraha,"Nabil Bank Limited, Mirchiya",2019-10-23,6,mirchaiya,mirchaiya,86.24258,26.82265
316,Commercial Bank (Class A),Nabil Bank Limited,11003105,Chitawan,"Nabil bank Limited , Parsa",2019-10-24,8,khairahani,khairahani,84.562715,27.605812
317,Commercial Bank (Class A),Nabil Bank Limited,11003106,Kapilbastu,Chandrauta Branch,2019-12-11,5,shivaraj,shivaraj,82.867259,27.64835
318,Commercial Bank (Class A),Nabil Bank Limited,11003107,Rupandehi,Manigram Branch,2019-12-25,5,tilottama,tilottama,83.4682608,27.6284907
319,Commercial Bank (Class A),Rastriya Banijya Bank,11002225,Morang,Bargachhi,1977-06-29,4,biratnagar,biratnagar,87.2823671,26.4653491
320,Commercial Bank (Class A),Rastriya Banijya Bank,11002226,Siraha,Lahan,1977-05-11,3,lahan,lahan,86.48085,26.72143
321,Commercial Bank (Class A),Rastriya Banijya Bank,11002227,Solukhumbu,Namchebazar,1978-06-17,5,khumbu pasanglhamu,khumbu pasanglhamu,86.71739,27.696334
322,Commercial Bank (Class A),Rastriya Banijya Bank,11002232,Saptari,Kathauna,2011-09-26,6,shambhunath,shambhunath,86.66734,26.63477
323,Commercial Bank (Class A),Rastriya Banijya Bank,11002237,Udayapur,Beltar,1983-01-11,7,chaudandigadhi,chaudandigadhi,86.88223,26.81086
324,Commercial Bank (Class A),Rastriya Banijya Bank,11002238,Khotang,Khotang Bazar,2012-01-09,7,khotehang,khotehang,86.84428,27.031948
325,Commercial Bank (Class A),Rastriya Banijya Bank,11002239,Siraha,Sukhipur,1983-04-26,8,sukhipur,sukhipur,86.342914,26.7088609
326,Commercial Bank (Class A),Rastriya Banijya Bank,11002243,Morang,Belbari,1973-07-14,1,belbari,belbari,87.42052,26.65786
327,Commercial Bank (Class A),Rastriya Banijya Bank,11002246,Ilam,Illambazar,1984-07-13,7,ilam,ilam,87.9269554,26.9071523
328,Commercial Bank (Class A),Rastriya Banijya Bank,11002255,Sunsari,Itahari,1994-01-20,6,itahari,itahari,87.27703,26.66351
